-0.836727	6.99295	4763.16
-1.29723	6.69046	3362.5
-1.52934	6.40975	2344.85
-1.54787	6.72976	3525.58
-1.62316	6.16002	1633.14
-1.883	6.5375	2777.2
0.430656	6.97693	4680.18
-0.513481	6.5469	2810.98
-0.551141	6.52297	2725.53
0.0547546	6.68533	3341.62
-0.571959	6.88122	4205.73
-0.884592	6.95663	4576.56
-1.0707	6.99231	4759.82
-0.776615	6.99231	4759.82
0.561594	6.99786	4788.82
-0.0705138	6.9216	4401.52
-0.659823	6.84363	4029
-0.00851301	6.84961	4056.76
0.142702	5.52149	461.444
0.212259	6.92288	4407.84
-0.351789	6.93313	4458.62
-0.383543	6.97137	4651.66
-0.92958	6.4826	2585.35
0.0942391	6.72442	3503.11
-0.43075	6.15746	1626.68
-0.990149	6.08354	1447.29
-0.390669	6.06261	1398.85
-0.916867	6.13866	1579.8
-0.429934	6.77719	3729.57
0.431794	6.76501	3676.43
0.192349	6.7413	3574.47
-1.11919	6.04616	1361.5
-0.0201044	6.92203	4403.62
-0.65576	6.95023	4544.18
-0.358864	6.95044	4545.26
-0.483366	6.91946	4391
-1.21134	6.68447	3338.15
-0.582875	6.68447	3338.15
-0.340965	6.57296	2906.12
-0.287039	6.55779	2850.49
-0.317028	6.83102	3970.95
-0.621618	6.52255	2724.02
-0.701728	6.40227	2321.05
-0.679088	6.86883	4146.9
-0.625504	6.53344	2762.69
-0.958567	6.90515	4320.99
-1.32309	5.94426	1143.74
-1.31162	6.47277	2551.98
-1.19614	6.45718	2499.63
-1.42753	6.74301	3581.75
-0.648505	6.05556	1382.77
-1.71782	6.15276	1614.88
-2.30147	6.0547	1380.82
-1.97602	6.59432	2985.72
-1.93195	6.31768	2062.82
-2.00406	6.52895	2746.72
-2.17078	6.64175	3167.75
-1.66221	6.04765	1364.87
-1.28686	5.88295	1023.55
-0.461916	5.33777	258.426
0.00774609	6.39608	2301.45
-0.45741	6.06923	1414.06
-0.815719	6.94061	4495.91
-0.998321	5.82911	924.404
-0.374557	6.04125	1350.47
-0.768657	6.90152	4303.36
-0.905844	5.15961	105.431
-0.170074	5.52662	467.837
-0.464112	4.54159	-172.447
-1.44993	5.79835	870.336
-0.6832	5.82313	913.745
-0.762424	6.07457	1426.4
-0.348495	6.04103	1349.99
1.62128	6.8526	4070.69
0.326402	6.93548	4470.32
-0.305315	5.96391	1183.96
-0.437447	4.84515	-77.6825
0.4015	6.99338	4765.39
0.589376	6.9938	4767.62
-0.648215	6.39437	2296.06
0.445227	6.96454	4616.72
-0.786361	6.00172	1263.71
-1.28042	6.50588	2665.58
-1.64511	6.97949	4693.39
-1.34837	6.46572	2528.22
-1.8582	6.46572	2528.22
-1.43614	6.47213	2549.82
0.328974	6.7727	3709.93
-0.00730602	6.71844	3478.06
0.000942092	6.66311	3252.18
-0.237324	6.96753	4631.99
-0.508589	6.978	4685.68
-1.05763	6.27581	1942.34
-1.72341	6.15532	1621.31
-1.58962	6.10896	1507.5
-0.985441	6.24996	1870.3
-0.750783	6.10298	1493.2
-0.938016	6.10277	1492.69
-1.14222	6.84811	4049.81
0.298904	6.95856	4586.31
0.802855	6.97864	4688.99
-0.662699	6.88827	4239.46
-0.955683	6.78466	3762.46
-0.398622	6.63384	3136.89
